"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
581,13_C0038,"HR Slice pH D2",,,,"BIS-TRIS ","1.0 M",6.9,,,,,,,,
585,13_C0039,"HR Slice pH D3",,,,ADA,"1.0 M",5.8,,,,,,,,
589,13_C0040,"HR Slice pH D4",,,,ADA,"1.0 M",6.1,,,,,,,,
593,13_C0041,"HR Slice pH D5",,,,ADA,"1.0 M",6.4,,,,,,,,
597,13_C0042,"HR Slice pH D6",,,,ADA,"1.0 M",6.7,,,,,,,,
601,13_C0043,"HR Slice pH D7",,,,ADA,"1.0 M",7,,,,,,,,
605,13_C0044,"HR Slice pH D8",,,,Imidazole,"1.0 M",6.2,,,,,,,,
609,13_C0045,"HR Slice pH D9",,,,Imidazole,"1.0 M",6.5,,,,,,,,
613,13_C0046,"HR Slice pH D10",,,,Imidazole,"1.0 M",6.8,,,,,,,,
617,13_C0047,"HR Slice pH D11",,,,Imidazole,"1.0 M",7.1,,,,,,,,
621,13_C0048,"HR Slice pH D12",,,,Imidazole,"1.0 M",7.4,,,,,,,,
769,13_C0049,"HR Slice pH E1",,,,"BIS-TRIS propane","1.0 M",6.4,,,,,,,,
773,13_C0050,"HR Slice pH E2",,,,"BIS-TRIS propane","1.0 M",6.7,,,,,,,,
777,13_C0051,"HR Slice pH E3",,,,"BIS-TRIS propane","1.0 M",7,,,,,,,,
781,13_C0052,"HR Slice pH E4",,,,"BIS-TRIS propane","1.0 M",7.3,,,,,,,,
785,13_C0053,"HR Slice pH E5",,,,MOPS,"1.0 M",6.5,,,,,,,,
789,13_C0054,"HR Slice pH E6",,,,MOPS,"1.0 M",6.8,,,,,,,,
793,13_C0055,"HR Slice pH E7",,,,MOPS,"1.0 M",7.1,,,,,,,,
797,13_C0056,"HR Slice pH E8",,,,MOPS,"1.0 M",7.4,,,,,,,,
801,13_C0057,"HR Slice pH E9",,,,MOPS,"1.0 M",7.7,,,,,,,,
805,13_C0058,"HR Slice pH E10",,,,"HEPES sodium ","1.0 M",6.6,,,,,,,,
809,13_C0059,"HR Slice pH E11",,,,"HEPES sodium ","1.0 M",6.9,,,,,,,,
813,13_C0060,"HR Slice pH E12",,,,"HEPES sodium ","1.0 M",7.2,,,,,,,,
961,13_C0061,"HR Slice pH F1",,,,"HEPES sodium ","1.0 M",7.5,,,,,,,,
965,13_C0062,"HR Slice pH F2",,,,HEPES,"1.0 M",6.8,,,,,,,,
969,13_C0063,"HR Slice pH F3",,,,HEPES,"1.0 M",7.1,,,,,,,,
973,13_C0064,"HR Slice pH F4",,,,HEPES,"1.0 M",7.4,,,,,,,,
977,13_C0065,"HR Slice pH F5",,,,HEPES,"1.0 M",7.7,,,,,,,,
981,13_C0066,"HR Slice pH F6",,,,"TRIS hydrochloride","1.0 M",7.2,,,,,,,,
985,13_C0067,"HR Slice pH F7",,,,"TRIS hydrochloride","1.0 M",7.5,,,,,,,,
989,13_C0068,"HR Slice pH F8",,,,"TRIS hydrochloride","1.0 M",7.8,,,,,,,,
993,13_C0069,"HR Slice pH F9",,,,"TRIS hydrochloride","1.0 M",8.1,,,,,,,,
997,13_C0070,"HR Slice pH F10",,,,Tris,"1.0 M",7.3,,,,,,,,
1001,13_C0071,"HR Slice pH F11",,,,Tris,"1.0 M",7.6,,,,,,,,
1005,13_C0072,"HR Slice pH F12",,,,Tris,"1.0 M",7.9,,,,,,,,
1153,13_C0073,"HR Slice pH G1",,,,Tris,"1.0 M",8.2,,,,,,,,
1157,13_C0074,"HR Slice pH G2",,,,Tris,"1.0 M",8.5,,,,,,,,
1161,13_C0075,"HR Slice pH G3",,,,Tricine,"1.0 M",7.4,,,,,,,,
1165,13_C0076,"HR Slice pH G4",,,,Tricine,"1.0 M",7.7,,,,,,,,
1169,13_C0077,"HR Slice pH G5",,,,Tricine,"1.0 M",8,,,,,,,,
1173,13_C0078,"HR Slice pH G6",,,,Tricine,"1.0 M",8.3,,,,,,,,
1177,13_C0079,"HR Slice pH G7",,,,Tricine,"1.0 M",8.6,,,,,,,,
1181,13_C0080,"HR Slice pH G8",,,,BICINE,"1.0 M",7.5,,,,,,,,
1185,13_C0081,"HR Slice pH G9",,,,BICINE,"1.0 M",7.8,,,,,,,,
1189,13_C0082,"HR Slice pH G10",,,,BICINE,"1.0 M",8.1,,,,,,,,
1193,13_C0083,"HR Slice pH G11",,,,BICINE,"1.0 M",8.4,,,,,,,,
1197,13_C0084,"HR Slice pH G12",,,,BICINE,"1.0 M",8.7,,,,,,,,
1345,13_C0085,"HR Slice pH H1",,,,"BIS-TRIS propane","1.0 M",8.5,,,,,,,,
1349,13_C0086,"HR Slice pH H2",,,,"BIS-TRIS propane","1.0 M",8.8,,,,,,,,
1353,13_C0087,"HR Slice pH H3",,,,"BIS-TRIS propane","1.0 M",9.1,,,,,,,,
1357,13_C0088,"HR Slice pH H4",,,,"BIS-TRIS propane","1.0 M",9.4,,,,,,,,
1361,13_C0089,"HR Slice pH H5",,,,Glycine,"1.0 M",8.6,,,,,,,,
1365,13_C0090,"HR Slice pH H6",,,,Glycine,"1.0 M",8.9,,,,,,,,
1369,13_C0091,"HR Slice pH H7",,,,Glycine,"1.0 M",9.2,,,,,,,,
1373,13_C0092,"HR Slice pH H8",,,,Glycine,"1.0 M",9.5,,,,,,,,
1377,13_C0093,"HR Slice pH H9",,,,AMPD,"1.0 M",8.7,,,,,,,,
1381,13_C0094,"HR Slice pH H10",,,,AMPD,"1.0 M",9,,,,,,,,
1385,13_C0095,"HR Slice pH H11",,,,AMPD,"1.0 M",9.3,,,,,,,,
1389,13_C0096,"HR Slice pH H12",,,,AMPD,"1.0 M",9.6,,,,,,,,
97,13_C0097,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
101,13_C0098,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
105,13_C0099,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
109,13_C0100,"HR Ionic Liquid 4","Ethylammonium nitrate",C2H8N2O3,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
113,13_C0101,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
117,13_C0102,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
121,13_C0103,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
125,13_C0104,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
129,13_C0105,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
133,13_C0106,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
137,13_C0107,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
141,13_C0108,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
289,13_C0109,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
293,13_C0110,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
297,13_C0111,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
301,13_C0112,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium thiocyanate",C7H11N3S,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
305,13_C0113,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
309,13_C0114,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
313,13_C0115,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
317,13_C0116,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
321,13_C0117,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
325,13_C0118,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
329,13_C0119,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
333,13_C0120,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
481,13_C0121,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
485,13_C0122,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
489,13_C0123,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
493,13_C0124,"HR Ionic Liquid 4","Ethylammonium nitrate",C2H8N2O3,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
497,13_C0125,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
501,13_C0126,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
505,13_C0127,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
509,13_C0128,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
513,13_C0129,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
517,13_C0130,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
521,13_C0131,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
525,13_C0132,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
673,13_C0133,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
677,13_C0134,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
681,13_C0135,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
685,13_C0136,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium thiocyanate",C7H11N3S,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
689,13_C0137,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
693,13_C0138,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
697,13_C0139,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
701,13_C0140,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
705,13_C0141,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
709,13_C0142,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
713,13_C0143,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
717,13_C0144,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
865,13_C0145,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
869,13_C0146,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
873,13_C0147,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
877,13_C0148,"HR Ionic Liquid 4"," Ethylammonium nitrate",C2H8N2O3,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
881,13_C0149,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
885,13_C0150,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
889,13_C0151,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
893,13_C0152,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
897,13_C0153,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
901,13_C0154,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
905,13_C0155,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
909,13_C0156,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1057,13_C0157,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1061,13_C0158,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1065,13_C0159,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1069,13_C0160,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium thiocyanate",C7H11N3S,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1073,13_C0161,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1077,13_C0162,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1081,13_C0163,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1085,13_C0164,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1089,13_C0165,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1093,13_C0166,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1097,13_C0167,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1101,13_C0168,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1249,13_C0169,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1253,13_C0170,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1257,13_C0171,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1261,13_C0172,"HR Ionic Liquid 4","Ethylammonium nitrate",C2H8N2O3,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1265,13_C0173,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1269,13_C0174,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1273,13_C0175,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1277,13_C0176,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1281,13_C0177,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1285,13_C0178,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1289,13_C0179,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1293,13_C0180,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1441,13_C0181,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1445,13_C0182,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1449,13_C0183,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1453,13_C0184,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium thiocyanate",C7H11N3S,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1457,13_C0185,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1461,13_C0186,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1465,13_C0187,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1469,13_C0188,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
1473,13_C0189,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% w/v",HEPES,"0.09 M",6.8,NaCl,"0.9 M",,,,,,
