Well position in plate,Cocktail #,Commercial Code,Chemical Additive,Chemical Formula,Concentration,Chemical Additive,Concentration,pH,Chemical Additive,Concentration,Chemical Additive,Concentration,,,,
973,M2_0064,,Lithium Chloride,LiCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 400,60% (v/v),,,,,,
977,M2_0065,,Lithium chloride,LiCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,20% (v/v),,,,,,
981,M2_0066,,Lithium Chloride,LiCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,30% (v/v),,,,,,
985,M2_0067,,Lithium chloride,LiCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,40% (v/v),,,,,,
989,M2_0068,,Lithium Chloride,LiCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,60% (v/v),,,,,,
993,M2_0069,,Lithium chloride,LiCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,20% (v/v),,,,,,
997,M2_0070,,Lithium Chloride,LiCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,30% (v/v),,,,,,
1001,M2_0071,,Lithium chloride,LiCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,40% (v/v),,,,,,
1005,M2_0072,,Lithium Chloride,LiCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,50% (v/v),,,,,,
1153,M2_0073,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 400,20% (v/v),,,,,,
1157,M2_0074,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 400,30% (v/v),,,,,,
1161,M2_0075,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 400,40% (v/v),,,,,,
1165,M2_0076,,Potassium Chloride,KCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 400,50% (v/v),,,,,,
1169,M2_0077,,Potassium Chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,20% (v/v),,,,,,
1173,M2_0078,,Potassium Chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,30% (v/v),,,,,,
1177,M2_0079,,Potassium Chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,40% (v/v),,,,,,
1181,M2_0080,,Potassium Chloride,KCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,50% (v/v),,,,,,
1185,M2_0081,,Potassium Chloride,KCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,20% (v/v),,,,,,
1189,M2_0082,,Potassium Chloride,KCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,30% (v/v),,,,,,
1193,M2_0083,,Potassium Chloride,KCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,40% (v/v),,,,,,
1197,M2_0084,,Potassium Chloride,KCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,50% (v/v),,,,,,
1345,M2_0085,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 400,20% (v/v),,,,,,
1349,M2_0086,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 400,30% (v/v),,,,,,
1353,M2_0087,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 400,40% (v/v),,,,,,
1357,M2_0088,,Sodium Chloride,NaCl,0.05 M,Sodium Citrate,0.1 M,5.6,PEG 400,25% (v/v),,,,,,
1361,M2_0089,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,20% (v/v),,,,,,
1365,M2_0090,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,30% (v/v),,,,,,
1369,M2_0091,,Sodium Chloride,NaCl,0.2 M,Sodium Citrate,0.1 M,5.6,PEG 400,40% (v/v),,,,,,
1373,M2_0092,,Sodium Chloride,NaCl,0.1 M,Sodium Citrate,0.1 M,5.6,PEG 400,25% (v/v),,,,,,
1377,M2_0093,,Sodium Chloride,NaCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,20% (v/v),,,,,,
1381,M2_0094,,Sodium Chloride,NaCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,30% (v/v),,,,,,
1385,M2_0095,,Sodium Chloride,NaCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,40% (v/v),,,,,,
1389,M2_0096,,Sodium Chloride,NaCl,0.4 M,Sodium Citrate,0.1 M,5.6,PEG 400,10% (v/v),,,,,,
97,M2_0097,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
101,M2_0098,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7,PEG 400,28% (v/v),,,,,,
105,M2_0099,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7,PEG 400,36% (v/v),,,,,,
109,M2_0100,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
113,M2_0101,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7,PEG 400,28% (v/v),,,,,,
117,M2_0102,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.1 M,HEPES,0.1 M,7,PEG 400,18% (v/v),,,,,,
121,M2_0103,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
125,M2_0104,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,HEPES,0.1 M,7,PEG 400,28% (v/v),,,,,,
129,M2_0105,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,HEPES,0.1 M,7,PEG 400,18% (v/v),,,,,,
133,M2_0106,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.4 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
137,M2_0107,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7,PEG 400,14% (v/v),,,,,,
141,M2_0108,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7,PEG 400,18% (v/v),,,,,,
289,M2_0109,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7,PEG 400,25% (v/v),,,,,,
293,M2_0110,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.2 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
297,M2_0111,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.5 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
301,M2_0112,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.25 M,HEPES,0.1 M,7,PEG 400,14% (v/v),,,,,,
305,M2_0113,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.25 M,HEPES,0.1 M,7,PEG 400,18% (v/v),,,,,,
309,M2_0114,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.25 M,HEPES,0.1 M,7,PEG 400,25% (v/v),,,,,,
313,M2_0115,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.125 M,HEPES,0.1 M,7,PEG 400,15% (v/v),,,,,,
317,M2_0116,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.6 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
321,M2_0117,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,HEPES,0.1 M,7,PEG 400,14% (v/v),,,,,,
325,M2_0118,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.3 M,HEPES,0.1 M,7,PEG 400,18% (v/v),,,,,,
329,M2_0119,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,HEPES,0.1 M,7,PEG 400,12.5% (v/v),,,,,,
333,M2_0120,,Ammonium Phosphate-dibasic,(NH4)2HPO4,0.15 M,HEPES,0.1 M,7,PEG 400,15% (v/v),,,,,,
481,M2_0121,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
485,M2_0122,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.05 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
489,M2_0123,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
493,M2_0124,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,HEPES,0.1 M,7,PEG 400,50% (v/v),,,,,,
497,M2_0125,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,HEPES,0.1 M,7,PEG 400,60% (v/v),,,,,,
501,M2_0126,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.2 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
505,M2_0127,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.2 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
509,M2_0128,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.2 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
513,M2_0129,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,HEPES,0.1 M,7,PEG 400,25% (v/v),,,,,,
517,M2_0130,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.1 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
521,M2_0131,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.4 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
525,M2_0132,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.4 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
673,M2_0133,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.4 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
677,M2_0134,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.4 M,HEPES,0.1 M,7,PEG 400,50% (v/v),,,,,,
681,M2_0135,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.4 M,HEPES,0.1 M,7,PEG 400,15% (v/v),,,,,,
685,M2_0136,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.5 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
689,M2_0137,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.5 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
693,M2_0138,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.5 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
697,M2_0139,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.5 M,HEPES,0.1 M,7,PEG 400,10% (v/v),,,,,,
701,M2_0140,,Magnesium Chloride hexahydrate,MgCl2 ∙ 6H2O,0.5 M,HEPES,0.1 M,7,PEG 400,15% (v/v),,,,,,
705,M2_0141,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
709,M2_0142,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
713,M2_0143,,Ammonium Sulfate ,(NH4)2SO4,0.1 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
717,M2_0144,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
865,M2_0145,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
869,M2_0146,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
873,M2_0147,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7,PEG 400,50% (v/v),,,,,,
877,M2_0148,,Ammonium Sulfate ,(NH4)2SO4,0.2 M,HEPES,0.1 M,7,PEG 400,10% (v/v),,,,,,
881,M2_0149,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
885,M2_0150,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
889,M2_0151,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
893,M2_0152,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,HEPES,0.1 M,7,PEG 400,10% (v/v),,,,,,
897,M2_0153,,Ammonium Sulfate ,(NH4)2SO4,0.4 M,HEPES,0.1 M,7,PEG 400,15% (v/v),,,,,,
901,M2_0154,,Ammonium Sulfate ,(NH4)2SO4,0.5 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
905,M2_0155,,Ammonium Sulfate ,(NH4)2SO4,0.5 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
909,M2_0156,,Ammonium Sulfate ,(NH4)2SO4,0.25 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
1057,M2_0157,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.1 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
1061,M2_0158,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.1 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
1065,M2_0159,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.1 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
1069,M2_0160,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.1 M,HEPES,0.1 M,7,PEG 400,10% (v/v),,,,,,
1073,M2_0161,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.2 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
1077,M2_0162,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.2 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
1081,M2_0163,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.2 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
1085,M2_0164,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.2 M,HEPES,0.1 M,7,PEG 400,60% (v/v),,,,,,
1089,M2_0165,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.4 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
1093,M2_0166,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.4 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
1097,M2_0167,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.4 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
1101,M2_0168,,Calcium Chloride dihydrate,CaCl2 ∙ 2H2O,0.4 M,HEPES,0.1 M,7,PEG 400,60% (v/v),,,,,,
1249,M2_0169,,Potassium Chloride,KCl,0.1 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
1253,M2_0170,,Potassium Chloride,KCl,0.1 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
1257,M2_0171,,Potassium Chloride,KCl,0.1 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
1261,M2_0172,,Potassium Chloride,KCl,0.1 M,HEPES,0.1 M,7,PEG 400,50% (v/v),,,,,,
1265,M2_0173,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
1269,M2_0174,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
1273,M2_0175,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
1277,M2_0176,,Potassium Chloride,KCl,0.2 M,HEPES,0.1 M,7,PEG 400,50% (v/v),,,,,,
1281,M2_0177,,Potassium Chloride,KCl,0.4 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
1285,M2_0178,,Potassium Chloride,KCl,0.4 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
1289,M2_0179,,Potassium Chloride,KCl,0.4 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
1293,M2_0180,,Potassium Chloride,KCl,0.4 M,HEPES,0.1 M,7,PEG 400,50% (v/v),,,,,,
1441,M2_0181,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
1445,M2_0182,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
1449,M2_0183,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
1453,M2_0184,,Sodium Chloride,NaCl,0.1 M,HEPES,0.1 M,7,PEG 400,60% (v/v),,,,,,
1457,M2_0185,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
1461,M2_0186,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7,PEG 400,30% (v/v),,,,,,
1465,M2_0187,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7,PEG 400,40% (v/v),,,,,,
1469,M2_0188,,Sodium Chloride,NaCl,0.2 M,HEPES,0.1 M,7,PEG 400,60% (v/v),,,,,,
1473,M2_0189,,Sodium Chloride,NaCl,0.4 M,HEPES,0.1 M,7,PEG 400,20% (v/v),,,,,,
