"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
197,16_C0014,"HR Slice pH B2",,,,"DL-Malic acid","0.5 M",4.7,"PEG 3350","15% (w/v)",,,,,,
201,16_C0015,"HR Slice pH B3",,,,"DL-Malic acid","0.5 M",5,"PEG 3350","15% (w/v)",,,,,,
205,16_C0016,"HR Slice pH B4",,,,"DL-Malic acid","0.5 M",5.3,"PEG 3350","15% (w/v)",,,,,,
209,16_C0017,"HR Slice pH B5",,,,"DL-Malic acid","0.5 M",5.6,"PEG 3350","15% (w/v)",,,,,,
213,16_C0018,"HR Slice pH B6",,,,"DL-Malic acid","0.5 M",5.9,"PEG 3350","15% (w/v)",,,,,,
217,16_C0019,"HR Slice pH B7",,,,"Succinic acid","0.5 M",4.8,"PEG 3350","15% (w/v)",,,,,,
221,16_C0020,"HR Slice pH B8",,,,"Succinic acid","0.5 M",5.1,"PEG 3350","15% (w/v)",,,,,,
225,16_C0021,"HR Slice pH B9",,,,"Succinic acid","0.5 M",5.4,"PEG 3350","15% (w/v)",,,,,,
229,16_C0022,"HR Slice pH B10",,,,"Succinic acid","0.5 M",5.7,"PEG 3350","15% (w/v)",,,,,,
233,16_C0023,"HR Slice pH B11",,,,"Succinic acid","0.5 M",6,"PEG 3350","15% (w/v)",,,,,,
237,16_C0024,"HR Slice pH B12",,,,"Sodium cacodylate trihydrate","0.5 M",5.2,"PEG 3350","15% (w/v)",,,,,,
385,16_C0025,"HR Slice pH C1",,,,"Sodium cacodylate trihydrate","0.5 M",5.5,"PEG 3350","15% (w/v)",,,,,,
389,16_C0026,"HR Slice pH C2",,,,"Sodium cacodylate trihydrate","0.5 M",5.8,"PEG 3350","15% (w/v)",,,,,,
393,16_C0027,"HR Slice pH C3",,,,"Sodium cacodylate trihydrate","0.5 M",6.1,"PEG 3350","15% (w/v)",,,,,,
397,16_C0028,"HR Slice pH C4",,,,"Sodium cacodylate trihydrate","0.5 M",6.4,"PEG 3350","15% (w/v)",,,,,,
401,16_C0029,"HR Slice pH C5",,,,"MES monohydrate","0.5 M",5.3,"PEG 3350","15% (w/v)",,,,,,
405,16_C0030,"HR Slice pH C6",,,,"MES monohydrate","0.5 M",5.6,"PEG 3350","15% (w/v)",,,,,,
409,16_C0031,"HR Slice pH C7",,,,"MES monohydrate","0.5 M",5.9,"PEG 3350","15% (w/v)",,,,,,
413,16_C0032,"HR Slice pH C8",,,,"MES monohydrate","0.5 M",6.2,"PEG 3350","15% (w/v)",,,,,,
417,16_C0033,"HR Slice pH C9",,,,"MES monohydrate","0.5 M",6.5,"PEG 3350","15% (w/v)",,,,,,
421,16_C0034,"HR Slice pH C10",,,,"BIS-TRIS ","0.5 M",5.7,"PEG 3350","15% (w/v)",,,,,,
425,16_C0035,"HR Slice pH C11",,,,"BIS-TRIS ","0.5 M",6,"PEG 3350","15% (w/v)",,,,,,
429,16_C0036,"HR Slice pH C12",,,,"BIS-TRIS ","0.5 M",6.3,"PEG 3350","15% (w/v)",,,,,,
577,16_C0037,"HR Slice pH D1",,,,"BIS-TRIS ","0.5 M",6.6,"PEG 3350","15% (w/v)",,,,,,
581,16_C0038,"HR Slice pH D2",,,,"BIS-TRIS ","0.5 M",6.9,"PEG 3350","15% (w/v)",,,,,,
585,16_C0039,"HR Slice pH D3",,,,ADA,"0.5 M",5.8,"PEG 3350","15% (w/v)",,,,,,
589,16_C0040,"HR Slice pH D4",,,,ADA,"0.5 M",6.1,"PEG 3350","15% (w/v)",,,,,,
593,16_C0041,"HR Slice pH D5",,,,ADA,"0.5 M",6.4,"PEG 3350","15% (w/v)",,,,,,
597,16_C0042,"HR Slice pH D6",,,,ADA,"0.5 M",6.7,"PEG 3350","15% (w/v)",,,,,,
601,16_C0043,"HR Slice pH D7",,,,ADA,"0.5 M",7,"PEG 3350","15% (w/v)",,,,,,
605,16_C0044,"HR Slice pH D8",,,,Imidazole,"0.5 M",6.2,"PEG 3350","15% (w/v)",,,,,,
609,16_C0045,"HR Slice pH D9",,,,Imidazole,"0.5 M",6.5,"PEG 3350","15% (w/v)",,,,,,
613,16_C0046,"HR Slice pH D10",,,,Imidazole,"0.5 M",6.8,"PEG 3350","15% (w/v)",,,,,,
617,16_C0047,"HR Slice pH D11",,,,Imidazole,"0.5 M",7.1,"PEG 3350","15% (w/v)",,,,,,
621,16_C0048,"HR Slice pH D12",,,,Imidazole,"0.5 M",7.4,"PEG 3350","15% (w/v)",,,,,,
769,16_C0049,"HR Slice pH E1",,,,"BIS-TRIS propane","0.5 M",6.4,"PEG 3350","15% (w/v)",,,,,,
773,16_C0050,"HR Slice pH E2",,,,"BIS-TRIS propane","0.5 M",6.7,"PEG 3350","15% (w/v)",,,,,,
777,16_C0051,"HR Slice pH E3",,,,"BIS-TRIS propane","0.5 M",7,"PEG 3350","15% (w/v)",,,,,,
781,16_C0052,"HR Slice pH E4",,,,"BIS-TRIS propane","0.5 M",7.3,"PEG 3350","15% (w/v)",,,,,,
785,16_C0053,"HR Slice pH E5",,,,MOPS,"0.5 M",6.5,"PEG 3350","15% (w/v)",,,,,,
789,16_C0054,"HR Slice pH E6",,,,MOPS,"0.5 M",6.8,"PEG 3350","15% (w/v)",,,,,,
793,16_C0055,"HR Slice pH E7",,,,MOPS,"0.5 M",7.1,"PEG 3350","15% (w/v)",,,,,,
797,16_C0056,"HR Slice pH E8",,,,MOPS,"0.5 M",7.4,"PEG 3350","15% (w/v)",,,,,,
801,16_C0057,"HR Slice pH E9",,,,MOPS,"0.5 M",7.7,"PEG 3350","15% (w/v)",,,,,,
805,16_C0058,"HR Slice pH E10",,,,"HEPES sodium ","0.5 M",6.6,"PEG 3350","15% (w/v)",,,,,,
809,16_C0059,"HR Slice pH E11",,,,"HEPES sodium ","0.5 M",6.9,"PEG 3350","15% (w/v)",,,,,,
813,16_C0060,"HR Slice pH E12",,,,"HEPES sodium ","0.5 M",7.2,"PEG 3350","15% (w/v)",,,,,,
961,16_C0061,"HR Slice pH F1",,,,"HEPES sodium ","0.5 M",7.5,"PEG 3350","15% (w/v)",,,,,,
965,16_C0062,"HR Slice pH F2",,,,HEPES,"0.5 M",6.8,"PEG 3350","15% (w/v)",,,,,,
969,16_C0063,"HR Slice pH F3",,,,HEPES,"0.5 M",7.1,"PEG 3350","15% (w/v)",,,,,,
973,16_C0064,"HR Slice pH F4",,,,HEPES,"0.5 M",7.4,"PEG 3350","15% (w/v)",,,,,,
977,16_C0065,"HR Slice pH F5",,,,HEPES,"0.5 M",7.7,"PEG 3350","15% (w/v)",,,,,,
981,16_C0066,"HR Slice pH F6",,,,"TRIS hydrochloride","0.5 M",7.2,"PEG 3350","15% (w/v)",,,,,,
985,16_C0067,"HR Slice pH F7",,,,"TRIS hydrochloride","0.5 M",7.5,"PEG 3350","15% (w/v)",,,,,,
989,16_C0068,"HR Slice pH F8",,,,"TRIS hydrochloride","0.5 M",7.8,"PEG 3350","15% (w/v)",,,,,,
993,16_C0069,"HR Slice pH F9",,,,"TRIS hydrochloride","0.5 M",8.1,"PEG 3350","15% (w/v)",,,,,,
997,16_C0070,"HR Slice pH F10",,,,Tris,"0.5 M",7.3,"PEG 3350","15% (w/v)",,,,,,
1001,16_C0071,"HR Slice pH F11",,,,Tris,"0.5 M",7.6,"PEG 3350","15% (w/v)",,,,,,
1005,16_C0072,"HR Slice pH F12",,,,Tris,"0.5 M",7.9,"PEG 3350","15% (w/v)",,,,,,
1153,16_C0073,"HR Slice pH G1",,,,Tris,"0.5 M",8.2,"PEG 3350","15% (w/v)",,,,,,
1157,16_C0074,"HR Slice pH G2",,,,Tris,"0.5 M",8.5,"PEG 3350","15% (w/v)",,,,,,
1161,16_C0075,"HR Slice pH G3",,,,Tricine,"0.5 M",7.4,"PEG 3350","15% (w/v)",,,,,,
1165,16_C0076,"HR Slice pH G4",,,,Tricine,"0.5 M",7.7,"PEG 3350","15% (w/v)",,,,,,
1169,16_C0077,"HR Slice pH G5",,,,Tricine,"0.5 M",8,"PEG 3350","15% (w/v)",,,,,,
1173,16_C0078,"HR Slice pH G6",,,,Tricine,"0.5 M",8.3,"PEG 3350","15% (w/v)",,,,,,
1177,16_C0079,"HR Slice pH G7",,,,Tricine,"0.5 M",8.6,"PEG 3350","15% (w/v)",,,,,,
1181,16_C0080,"HR Slice pH G8",,,,BICINE,"0.5 M",7.5,"PEG 3350","15% (w/v)",,,,,,
1185,16_C0081,"HR Slice pH G9",,,,BICINE,"0.5 M",7.8,"PEG 3350","15% (w/v)",,,,,,
1189,16_C0082,"HR Slice pH G10",,,,BICINE,"0.5 M",8.1,"PEG 3350","15% (w/v)",,,,,,
1193,16_C0083,"HR Slice pH G11",,,,BICINE,"0.5 M",8.4,"PEG 3350","15% (w/v)",,,,,,
1197,16_C0084,"HR Slice pH G12",,,,BICINE,"0.5 M",8.7,"PEG 3350","15% (w/v)",,,,,,
1345,16_C0085,"HR Slice pH H1",,,,"BIS-TRIS propane","0.5 M",8.5,"PEG 3350","15% (w/v)",,,,,,
1349,16_C0086,"HR Slice pH H2",,,,"BIS-TRIS propane","0.5 M",8.8,"PEG 3350","15% (w/v)",,,,,,
1353,16_C0087,"HR Slice pH H3",,,,"BIS-TRIS propane","0.5 M",9.1,"PEG 3350","15% (w/v)",,,,,,
1357,16_C0088,"HR Slice pH H4",,,,"BIS-TRIS propane","0.5 M",9.4,"PEG 3350","15% (w/v)",,,,,,
1361,16_C0089,"HR Slice pH H5",,,,Glycine,"0.5 M",8.6,"PEG 3350","15% (w/v)",,,,,,
1365,16_C0090,"HR Slice pH H6",,,,Glycine,"0.5 M",8.9,"PEG 3350","15% (w/v)",,,,,,
1369,16_C0091,"HR Slice pH H7",,,,Glycine,"0.5 M",9.2,"PEG 3350","15% (w/v)",,,,,,
1373,16_C0092,"HR Slice pH H8",,,,Glycine,"0.5 M",9.5,"PEG 3350","15% (w/v)",,,,,,
1377,16_C0093,"HR Slice pH H9",,,,AMPD,"0.5 M",8.7,"PEG 3350","15% (w/v)",,,,,,
1381,16_C0094,"HR Slice pH H10",,,,AMPD,"0.5 M",9,"PEG 3350","15% (w/v)",,,,,,
1385,16_C0095,"HR Slice pH H11",,,,AMPD,"0.5 M",9.3,"PEG 3350","15% (w/v)",,,,,,
1389,16_C0096,"HR Slice pH H12",,,,AMPD,"0.5 M",9.6,"PEG 3350","15% (w/v)",,,,,,
97,16_C0097,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
101,16_C0098,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
105,16_C0099,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
109,16_C0100,"HR Ionic Liquid 4","Ethylammonium nitrate",C2H8N2O3,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
113,16_C0101,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
117,16_C0102,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
121,16_C0103,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
125,16_C0104,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
129,16_C0105,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
133,16_C0106,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
137,16_C0107,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
141,16_C0108,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
289,16_C0109,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
293,16_C0110,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
297,16_C0111,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
301,16_C0112,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium ethyl sulfate",C8H16N2O4S,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
305,16_C0113,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
309,16_C0114,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
313,16_C0115,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
317,16_C0116,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
321,16_C0117,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
325,16_C0118,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
329,16_C0119,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
333,16_C0120,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% (w/v)",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
481,16_C0121,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
485,16_C0122,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
489,16_C0123,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
493,16_C0124,"HR Ionic Liquid 4","Ethylammonium nitrate",C2H8N2O3,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
497,16_C0125,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
501,16_C0126,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
505,16_C0127,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
509,16_C0128,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
513,16_C0129,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
517,16_C0130,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
521,16_C0131,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
525,16_C0132,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
673,16_C0133,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
677,16_C0134,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
681,16_C0135,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
685,16_C0136,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium ethyl sulfate",C8H16N2O4S,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
689,16_C0137,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
693,16_C0138,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
697,16_C0139,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
701,16_C0140,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
705,16_C0141,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
709,16_C0142,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
713,16_C0143,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
717,16_C0144,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% (w/v)",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
865,16_C0145,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
869,16_C0146,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
873,16_C0147,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
877,16_C0148,"HR Ionic Liquid 4"," Ethylammonium nitrate",C2H8N2O3,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
881,16_C0149,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
885,16_C0150,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
889,16_C0151,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
893,16_C0152,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
897,16_C0153,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
901,16_C0154,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
905,16_C0155,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
909,16_C0156,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1057,16_C0157,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1061,16_C0158,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1065,16_C0159,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1069,16_C0160,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium ethyl sulfate",C8H16N2O4S,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1073,16_C0161,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1077,16_C0162,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1081,16_C0163,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1085,16_C0164,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1089,16_C0165,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1093,16_C0166,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1097,16_C0167,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1101,16_C0168,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% (w/v)","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1249,16_C0169,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1253,16_C0170,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1257,16_C0171,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1261,16_C0172,"HR Ionic Liquid 4","Ethylammonium nitrate",C2H8N2O3,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1265,16_C0173,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% (w/v)","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
