"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
225,15_C0021,"HR Slice pH B9",,,,"Succinic acid","0.5 M",5.4,"PEG 3350","15% (w/v)",,,,,,
229,15_C0022,"HR Slice pH B10",,,,"Succinic acid","0.5 M",5.7,"PEG 3350","15% (w/v)",,,,,,
233,15_C0023,"HR Slice pH B11",,,,"Succinic acid","0.5 M",6,"PEG 3350","15% (w/v)",,,,,,
237,15_C0024,"HR Slice pH B12",,,,"Sodium cacodylate trihydrate","0.5 M",5.2,"PEG 3350","15% (w/v)",,,,,,
385,15_C0025,"HR Slice pH C1",,,,"Sodium cacodylate trihydrate","0.5 M",5.5,"PEG 3350","15% (w/v)",,,,,,
389,15_C0026,"HR Slice pH C2",,,,"Sodium cacodylate trihydrate","0.5 M",5.8,"PEG 3350","15% (w/v)",,,,,,
393,15_C0027,"HR Slice pH C3",,,,"Sodium cacodylate trihydrate","0.5 M",6.1,"PEG 3350","15% (w/v)",,,,,,
397,15_C0028,"HR Slice pH C4",,,,"Sodium cacodylate trihydrate","0.5 M",6.4,"PEG 3350","15% (w/v)",,,,,,
401,15_C0029,"HR Slice pH C5",,,,"MES monohydrate","0.5 M",5.3,"PEG 3350","15% (w/v)",,,,,,
405,15_C0030,"HR Slice pH C6",,,,"MES monohydrate","0.5 M",5.6,"PEG 3350","15% (w/v)",,,,,,
409,15_C0031,"HR Slice pH C7",,,,"MES monohydrate","0.5 M",5.9,"PEG 3350","15% (w/v)",,,,,,
413,15_C0032,"HR Slice pH C8",,,,"MES monohydrate","0.5 M",6.2,"PEG 3350","15% (w/v)",,,,,,
417,15_C0033,"HR Slice pH C9",,,,"MES monohydrate","0.5 M",6.5,"PEG 3350","15% (w/v)",,,,,,
421,15_C0034,"HR Slice pH C10",,,,"BIS-TRIS ","0.5 M",5.7,"PEG 3350","15% (w/v)",,,,,,
425,15_C0035,"HR Slice pH C11",,,,"BIS-TRIS ","0.5 M",6,"PEG 3350","15% (w/v)",,,,,,
429,15_C0036,"HR Slice pH C12",,,,"BIS-TRIS ","0.5 M",6.3,"PEG 3350","15% (w/v)",,,,,,
577,15_C0037,"HR Slice pH D1",,,,"BIS-TRIS ","0.5 M",6.6,"PEG 3350","15% (w/v)",,,,,,
581,15_C0038,"HR Slice pH D2",,,,"BIS-TRIS ","0.5 M",6.9,"PEG 3350","15% (w/v)",,,,,,
585,15_C0039,"HR Slice pH D3",,,,ADA,"0.5 M",5.8,"PEG 3350","15% (w/v)",,,,,,
589,15_C0040,"HR Slice pH D4",,,,ADA,"0.5 M",6.1,"PEG 3350","15% (w/v)",,,,,,
593,15_C0041,"HR Slice pH D5",,,,ADA,"0.5 M",6.4,"PEG 3350","15% (w/v)",,,,,,
597,15_C0042,"HR Slice pH D6",,,,ADA,"0.5 M",6.7,"PEG 3350","15% (w/v)",,,,,,
601,15_C0043,"HR Slice pH D7",,,,ADA,"0.5 M",7,"PEG 3350","15% (w/v)",,,,,,
605,15_C0044,"HR Slice pH D8",,,,Imidazole,"0.5 M",6.2,"PEG 3350","15% (w/v)",,,,,,
609,15_C0045,"HR Slice pH D9",,,,Imidazole,"0.5 M",6.5,"PEG 3350","15% (w/v)",,,,,,
613,15_C0046,"HR Slice pH D10",,,,Imidazole,"0.5 M",6.8,"PEG 3350","15% (w/v)",,,,,,
617,15_C0047,"HR Slice pH D11",,,,Imidazole,"0.5 M",7.1,"PEG 3350","15% (w/v)",,,,,,
621,15_C0048,"HR Slice pH D12",,,,Imidazole,"0.5 M",7.4,"PEG 3350","15% (w/v)",,,,,,
769,15_C0049,"HR Slice pH E1",,,,"BIS-TRIS propane","0.5 M",6.4,"PEG 3350","15% (w/v)",,,,,,
773,15_C0050,"HR Slice pH E2",,,,"BIS-TRIS propane","0.5 M",6.7,"PEG 3350","15% (w/v)",,,,,,
777,15_C0051,"HR Slice pH E3",,,,"BIS-TRIS propane","0.5 M",7,"PEG 3350","15% (w/v)",,,,,,
781,15_C0052,"HR Slice pH E4",,,,"BIS-TRIS propane","0.5 M",7.3,"PEG 3350","15% (w/v)",,,,,,
785,15_C0053,"HR Slice pH E5",,,,MOPS,"0.5 M",6.5,"PEG 3350","15% (w/v)",,,,,,
789,15_C0054,"HR Slice pH E6",,,,MOPS,"0.5 M",6.8,"PEG 3350","15% (w/v)",,,,,,
793,15_C0055,"HR Slice pH E7",,,,MOPS,"0.5 M",7.1,"PEG 3350","15% (w/v)",,,,,,
797,15_C0056,"HR Slice pH E8",,,,MOPS,"0.5 M",7.4,"PEG 3350","15% (w/v)",,,,,,
801,15_C0057,"HR Slice pH E9",,,,MOPS,"0.5 M",7.7,"PEG 3350","15% (w/v)",,,,,,
805,15_C0058,"HR Slice pH E10",,,,"HEPES sodium ","0.5 M",6.6,"PEG 3350","15% (w/v)",,,,,,
809,15_C0059,"HR Slice pH E11",,,,"HEPES sodium ","0.5 M",6.9,"PEG 3350","15% (w/v)",,,,,,
813,15_C0060,"HR Slice pH E12",,,,"HEPES sodium ","0.5 M",7.2,"PEG 3350","15% (w/v)",,,,,,
961,15_C0061,"HR Slice pH F1",,,,"HEPES sodium ","0.5 M",7.5,"PEG 3350","15% (w/v)",,,,,,
965,15_C0062,"HR Slice pH F2",,,,HEPES,"0.5 M",6.8,"PEG 3350","15% (w/v)",,,,,,
969,15_C0063,"HR Slice pH F3",,,,HEPES,"0.5 M",7.1,"PEG 3350","15% (w/v)",,,,,,
973,15_C0064,"HR Slice pH F4",,,,HEPES,"0.5 M",7.4,"PEG 3350","15% (w/v)",,,,,,
977,15_C0065,"HR Slice pH F5",,,,HEPES,"0.5 M",7.7,"PEG 3350","15% (w/v)",,,,,,
981,15_C0066,"HR Slice pH F6",,,,"TRIS hydrochloride","0.5 M",7.2,"PEG 3350","15% (w/v)",,,,,,
985,15_C0067,"HR Slice pH F7",,,,"TRIS hydrochloride","0.5 M",7.5,"PEG 3350","15% (w/v)",,,,,,
989,15_C0068,"HR Slice pH F8",,,,"TRIS hydrochloride","0.5 M",7.8,"PEG 3350","15% (w/v)",,,,,,
993,15_C0069,"HR Slice pH F9",,,,"TRIS hydrochloride","0.5 M",8.1,"PEG 3350","15% (w/v)",,,,,,
997,15_C0070,"HR Slice pH F10",,,,Tris,"0.5 M",7.3,"PEG 3350","15% (w/v)",,,,,,
1001,15_C0071,"HR Slice pH F11",,,,Tris,"0.5 M",7.6,"PEG 3350","15% (w/v)",,,,,,
1005,15_C0072,"HR Slice pH F12",,,,Tris,"0.5 M",7.9,"PEG 3350","15% (w/v)",,,,,,
1153,15_C0073,"HR Slice pH G1",,,,Tris,"0.5 M",8.2,"PEG 3350","15% (w/v)",,,,,,
1157,15_C0074,"HR Slice pH G2",,,,Tris,"0.5 M",8.5,"PEG 3350","15% (w/v)",,,,,,
1161,15_C0075,"HR Slice pH G3",,,,Tricine,"0.5 M",7.4,"PEG 3350","15% (w/v)",,,,,,
1165,15_C0076,"HR Slice pH G4",,,,Tricine,"0.5 M",7.7,"PEG 3350","15% (w/v)",,,,,,
1169,15_C0077,"HR Slice pH G5",,,,Tricine,"0.5 M",8,"PEG 3350","15% (w/v)",,,,,,
1173,15_C0078,"HR Slice pH G6",,,,Tricine,"0.5 M",8.3,"PEG 3350","15% (w/v)",,,,,,
1177,15_C0079,"HR Slice pH G7",,,,Tricine,"0.5 M",8.6,"PEG 3350","15% (w/v)",,,,,,
1181,15_C0080,"HR Slice pH G8",,,,BICINE,"0.5 M",7.5,"PEG 3350","15% (w/v)",,,,,,
1185,15_C0081,"HR Slice pH G9",,,,BICINE,"0.5 M",7.8,"PEG 3350","15% (w/v)",,,,,,
1189,15_C0082,"HR Slice pH G10",,,,BICINE,"0.5 M",8.1,"PEG 3350","15% (w/v)",,,,,,
1193,15_C0083,"HR Slice pH G11",,,,BICINE,"0.5 M",8.4,"PEG 3350","15% (w/v)",,,,,,
1197,15_C0084,"HR Slice pH G12",,,,BICINE,"0.5 M",8.7,"PEG 3350","15% (w/v)",,,,,,
1345,15_C0085,"HR Slice pH H1",,,,"BIS-TRIS propane","0.5 M",8.5,"PEG 3350","15% (w/v)",,,,,,
1349,15_C0086,"HR Slice pH H2",,,,"BIS-TRIS propane","0.5 M",8.8,"PEG 3350","15% (w/v)",,,,,,
1353,15_C0087,"HR Slice pH H3",,,,"BIS-TRIS propane","0.5 M",9.1,"PEG 3350","15% (w/v)",,,,,,
1357,15_C0088,"HR Slice pH H4",,,,"BIS-TRIS propane","0.5 M",9.4,"PEG 3350","15% (w/v)",,,,,,
1361,15_C0089,"HR Slice pH H5",,,,Glycine,"0.5 M",8.6,"PEG 3350","15% (w/v)",,,,,,
1365,15_C0090,"HR Slice pH H6",,,,Glycine,"0.5 M",8.9,"PEG 3350","15% (w/v)",,,,,,
1369,15_C0091,"HR Slice pH H7",,,,Glycine,"0.5 M",9.2,"PEG 3350","15% (w/v)",,,,,,
1373,15_C0092,"HR Slice pH H8",,,,Glycine,"0.5 M",9.5,"PEG 3350","15% (w/v)",,,,,,
1377,15_C0093,"HR Slice pH H9",,,,AMPD,"0.5 M",8.7,"PEG 3350","15% (w/v)",,,,,,
1381,15_C0094,"HR Slice pH H10",,,,AMPD,"0.5 M",9,"PEG 3350","15% (w/v)",,,,,,
1385,15_C0095,"HR Slice pH H11",,,,AMPD,"0.5 M",9.3,"PEG 3350","15% (w/v)",,,,,,
1389,15_C0096,"HR Slice pH H12",,,,AMPD,"0.5 M",9.6,"PEG 3350","15% (w/v)",,,,,,
97,15_C0097,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
101,15_C0098,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
105,15_C0099,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
109,15_C0100,"HR Ionic Liquid 4","Ethylammonium nitrate",C2H8N2O3,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
113,15_C0101,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
117,15_C0102,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
121,15_C0103,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
125,15_C0104,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
129,15_C0105,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
133,15_C0106,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
137,15_C0107,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
141,15_C0108,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
289,15_C0109,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
293,15_C0110,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
297,15_C0111,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
301,15_C0112,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium ethyl sulfate",C8H16N2O4S,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
305,15_C0113,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
309,15_C0114,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
313,15_C0115,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
317,15_C0116,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
321,15_C0117,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
325,15_C0118,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
329,15_C0119,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
333,15_C0120,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% w/v",MES,"0.09 M",5.8,"PEG 3350","27% (w/v)",,,,,,
481,15_C0121,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
485,15_C0122,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
489,15_C0123,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
493,15_C0124,"HR Ionic Liquid 4","Ethylammonium nitrate",C2H8N2O3,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
497,15_C0125,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
501,15_C0126,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
505,15_C0127,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
509,15_C0128,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
513,15_C0129,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
517,15_C0130,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
521,15_C0131,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
525,15_C0132,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
673,15_C0133,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
677,15_C0134,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
681,15_C0135,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
685,15_C0136,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium ethyl sulfate",C8H16N2O4S,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
689,15_C0137,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
693,15_C0138,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
697,15_C0139,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
701,15_C0140,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
705,15_C0141,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
709,15_C0142,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
713,15_C0143,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
717,15_C0144,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% w/v",HEPES,"0.09 M",6.8,"PEG 3350","27% (w/v)",,,,,,
865,15_C0145,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
869,15_C0146,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
873,15_C0147,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
877,15_C0148,"HR Ionic Liquid 4"," Ethylammonium nitrate",C2H8N2O3,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
881,15_C0149,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
885,15_C0150,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
889,15_C0151,"HR Ionic Liquid 7","1-Ethyl-3-methylimidazolium acetate",C8H14N2O2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
893,15_C0152,"HR Ionic Liquid 8","1-Butyl-3-methylimidazolium chloride",C8H15ClN2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
897,15_C0153,"HR Ionic Liquid 9","1-Ethyl-3-methylimidazolium chloride",C6H11ClN2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
901,15_C0154,"HR Ionic Liquid 10","1-Hexyl-3-methylimidazolium chloride",C10H19ClN2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
905,15_C0155,"HR Ionic Liquid 11","1-Butyl-3-methylimidazolium dicyanamide",C10H15N5,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
909,15_C0156,"HR Ionic Liquid 12","1,3-Dimethylimidazolium dimethyl phosphate",C7H15N2O4P,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1057,15_C0157,"HR Ionic Liquid 13","1,3-Dimethylimidazolium methyl sulfate",C6H12N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1061,15_C0158,"HR Ionic Liquid 14","1-Butyl-3-methylimidazolium methyl sulfate",C9H18N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1065,15_C0159,"HR Ionic Liquid 15","1-n-Butyl-3-methylimidazolium n-octylsulfate",C16H32N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1069,15_C0160,"HR Ionic Liquid 16","1-Ethyl-3-methylimidazolium ethyl sulfate",C8H16N2O4S,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1073,15_C0161,"HR Ionic Liquid 17","1-Ethyl-3-methylimidazolium tetrafluoroborate",C6H11BF4N2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1077,15_C0162,"HR Ionic Liquid 18","1-Butyl-2,3-dimethylimidazolium tetrafluoroborate",C9H17BF4N2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1081,15_C0163,"HR Ionic Liquid 19","1-Butyl-3-methylimidazolium tetrafluoroborate",C8H15BF4N2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1085,15_C0164,"HR Ionic Liquid 20","1-Butyl-3-methylimidazolium trifluoroacetate",C10H15F3N2O2,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1089,15_C0165,"HR Ionic Liquid 21","1-Ethyl-3-methylimidazolium trifluoromethanesulfonate",C7H11F3N2O3S,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1093,15_C0166,"HR Ionic Liquid 22","Tetrabutylphosphonium bromide",C16H36BrP,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1097,15_C0167,"HR Ionic Liquid 23","Triisobutylmethylphosphonium tosylate",C20H37O3PS,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1101,15_C0168,"HR Ionic Liquid 24","1-Butylpyridinium chloride",C9H14ClN,"5% w/v","Bis-Tris Propane","0.09 M",7.8,"PEG 3350","27% (w/v)",,,,,,
1249,15_C0169,"HR Ionic Liquid 1","Tetraethylammonium bromide",C8H20BrN,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1253,15_C0170,"HR Ionic Liquid 2","Benzyltriethylammonium chloride",C13H22ClN,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1257,15_C0171,"HR Ionic Liquid 3","2-Hydroxyethylammonium formate",C3H9NO3,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1261,15_C0172,"HR Ionic Liquid 4","Ethylammonium nitrate",C2H8N2O3,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1265,15_C0173,"HR Ionic Liquid 5","Cholin acetate",C7H17NO3,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
1269,15_C0174,"HR Ionic Liquid 6","Choline dihydrogen phosphate",C5H16NPO5,"5% w/v","Bis-Tris Propane","0.09 M",8.8,"PEG 3350","27% (w/v)",,,,,,
