"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
1461,9_C0186,,"Sodium phosphate-monobasic",NaH2PO4*H2O,1.11M,"Sodium Acetate","0.1 M",5,,,,,,,,
1465,9_C0187,,"Sodium phosphate-monobasic",NaH2PO4*H2O,1.11M,Tris,"0.1 M",8,,,,,,,,
1469,9_C0188,,"Sodium phosphate-monobasic",NaH2PO4*H2O,1.11M,CAPS,"0.1 M",10,,,,,,,,
1473,9_C0189,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,2.83M,MES,"0.1 M",6,,,,,,,,
1477,9_C0190,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,2.83M,Tris,"0.1 M",8,,,,,,,,
1481,9_C0191,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,2.83M,TAPS,"0.1 M",9,,,,,,,,
1485,9_C0192,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,1.88M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
3,9_C0193,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,1.88M,TAPS,"0.1 M",9,,,,,,,,
7,9_C0194,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,0.94M,MES,"0.1 M",6,,,,,,,,
11,9_C0195,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,0.94M,CAPS,"0.1 M",10,,,,,,,,
15,9_C0196,,"Sodium thiosulfate pentahydrate",Na2S2O3*5H2O,0.94M,HEPES,"0.1 M",7.5,,,,,,,,
19,9_C0197,,"Zinc acetate",Zn(C2H3O2)2,1.18M,HEPES,"0.1 M",7.5,,,,,,,,
23,9_C0198,,"Zinc acetate",Zn(C2H3O2)2,1.18M,Tris,"0.1 M",8,,,,,,,,
27,9_C0199,,"Zinc acetate",Zn(C2H3O2)2,0.79M,"Sodium Acetate","0.1 M",5,,,,,,,,
31,9_C0200,,"Zinc acetate",Zn(C2H3O2)2,0.79M,Tris,"0.1 M",8,,,,,,,,
35,9_C0201,,"Zinc acetate",Zn(C2H3O2)2,0.39M,"Sodium Acetate","0.1 M",5,,,,,,,,
39,9_C0202,,"Zinc acetate",Zn(C2H3O2)2,0.39M,MES,"0.1 M",6,,,,,,,,
43,9_C0203,,"Potassium phosphate dibasic",K2HPO4,3.46M,MES,"0.1 M",6,,,,,,,,
47,9_C0204,,"Potassium phosphate dibasic",K2HPO4,3.46M,HEPES,"0.1 M",7.5,,,,,,,,
195,9_C0205,,"Potassium phosphate dibasic",K2HPO4,2.3M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
199,9_C0206,,"Potassium phosphate dibasic",K2HPO4,2.3M,TAPS,"0.1 M",9,,,,,,,,
203,9_C0207,,"Potassium phosphate dibasic",K2HPO4,2.3M,"Sodium Acetate","0.1 M",5,,,,,,,,
207,9_C0208,,"Potassium phosphate dibasic",K2HPO4,1.15M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
211,9_C0209,,"Potassium phosphate dibasic",K2HPO4,1.15M,"Sodium Acetate","0.1 M",5,,,,,,,,
215,9_C0210,,"Potassium phosphate dibasic",K2HPO4,1.15M,Tris,"0.1 M",8,,,,,,,,
219,9_C0211,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,0.53M,Tris,"0.1 M",8,,,,,,,,
223,9_C0212,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,1.06M,TAPS,"0.1 M",9,,,,,,,,
227,9_C0213,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,0.53M,"Sodium Acetate","0.1 M",5,,,,,,,,
231,9_C0214,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,1.06M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
235,9_C0215,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,1.06M,"Sodium Acetate","0.1 M",5,,,,,,,,
239,9_C0216,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,1.06M,Tris,"0.1 M",8,,,,,,,,
387,9_C0217,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,0.53M,MES,"0.1 M",6,,,,,,,,
391,9_C0218,,"Cobalt sulfate heptahydrate",CoSO4*7H2O,0.53M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
395,9_C0219,,"Lithium sulfate monohydrate",Li2SO4*H2O,2.03M,MES,"0.1 M",6,,,,,,,,
399,9_C0220,,"Lithium sulfate monohydrate",Li2SO4*H2O,1.35M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
403,9_C0221,,"Lithium sulfate monohydrate",Li2SO4*H2O,1.35M,HEPES,"0.1 M",7.5,,,,,,,,
407,9_C0222,,"Lithium sulfate monohydrate",Li2SO4*H2O,0.68M,"Sodium Acetate","0.1 M",5,,,,,,,,
411,9_C0223,,"Potassium phosphate-tribasic",K3PO4,3.05M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
415,9_C0224,,"Potassium phosphate-tribasic",K3PO4,3.05M,Tris,"0.1 M",8,,,,,,,,
419,9_C0225,,"Potassium phosphate-tribasic",K3PO4,3.05M,TAPS,"0.1 M",9,,,,,,,,
423,9_C0226,,"Potassium phosphate-tribasic",K3PO4,2.03M,"Sodium Acetate","0.1 M",5,,,,,,,,
427,9_C0227,,"Potassium phosphate-tribasic",K3PO4,2.03M,"Bis-Tris Propane","0.1 M",7,,,,,,,,
431,9_C0228,,"Ammonium thiocyanate",NH4SCN,8.1M,"Sodium Citrate","0.1 M",4.2,,,,,,,,
579,9_C0229,,"Ammonium thiocyanate",NH4SCN,8.1M,"Sodium Acetate","0.1 M",5,,,,,,,,
583,9_C0230,,"Ammonium thiocyanate",NH4SCN,5.4M,MES,"0.1 M",6,,,,,,,,
587,9_C0231,"HR Crystal Screen Cryo - 29",,,,HEPES-Na,0.065M,7.5,"Potassium Sodium Tartrate tetrahydrate",0.52M,"Glycerol Anhydrous","35% (v/v)",,,,
