"Composite List",,,,,,,,,,,,,,,,
"Well position in plate","Cocktail #","Commercial Code","Chemical Additive","Chemical Formula",Concentration,"Chemical Additive",Concentration,pH,"Chemical Additive",Concentration,"Chemical Additive",Concentration,,,,
577,M3_0037,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",MES,"0.1 M",6,"PEG 400","10% (v/v)",,,,,,
581,M3_0038,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",MES,"0.1 M",6,"PEG 400","50% (v/v)",,,,,,
585,M3_0039,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",MES,"0.1 M",6,"PEG 400","15% (v/v)",,,,,,
589,M3_0040,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.5 M",MES,"0.1 M",6,"PEG 400","20% (v/v)",,,,,,
593,M3_0041,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.5 M",MES,"0.1 M",6,"PEG 400","30% (v/v)",,,,,,
597,M3_0042,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.5 M",MES,"0.1 M",6,"PEG 400","40% (v/v)",,,,,,
601,M3_0043,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.5 M",MES,"0.1 M",6,"PEG 400","50% (v/v)",,,,,,
605,M3_0044,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.25 M",MES,"0.1 M",6,"PEG 400","30% (v/v)",,,,,,
609,M3_0045,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
613,M3_0046,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
617,M3_0047,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
621,M3_0048,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 400","15% (v/v)",,,,,,
769,M3_0049,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
773,M3_0050,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
777,M3_0051,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","25% (v/v)",,,,,,
781,M3_0052,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 400","10% (v/v)",,,,,,
785,M3_0053,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
789,M3_0054,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
793,M3_0055,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
797,M3_0056,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
801,M3_0057,,"Ammonium Sulfate ",(NH4)2SO4,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
805,M3_0058,,"Ammonium Sulfate ",(NH4)2SO4,"0.5 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
809,M3_0059,,"Ammonium Sulfate ",(NH4)2SO4,"0.25 M","Sodium Citrate","0.1 M",5.6,"PEG 400","15% (v/v)",,,,,,
813,M3_0060,,"Ammonium Sulfate ",(NH4)2SO4,"0.025 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
961,M3_0061,,"Lithium chloride",LiCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
965,M3_0062,,"Lithium Chloride",LiCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
969,M3_0063,,"Lithium chloride",LiCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
973,M3_0064,,"Lithium Chloride",LiCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","60% (v/v)",,,,,,
977,M3_0065,,"Lithium chloride",LiCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
981,M3_0066,,"Lithium Chloride",LiCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
985,M3_0067,,"Lithium chloride",LiCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
989,M3_0068,,"Lithium Chloride",LiCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","60% (v/v)",,,,,,
993,M3_0069,,"Lithium chloride",LiCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
997,M3_0070,,"Lithium Chloride",LiCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
1001,M3_0071,,"Lithium chloride",LiCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
1005,M3_0072,,"Lithium Chloride",LiCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","50% (v/v)",,,,,,
1153,M3_0073,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
1157,M3_0074,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
1161,M3_0075,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
1165,M3_0076,,"Potassium Chloride",KCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","50% (v/v)",,,,,,
1169,M3_0077,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
1173,M3_0078,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
1177,M3_0079,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
1181,M3_0080,,"Potassium Chloride",KCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","50% (v/v)",,,,,,
1185,M3_0081,,"Potassium Chloride",KCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
1189,M3_0082,,"Potassium Chloride",KCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
1193,M3_0083,,"Potassium Chloride",KCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
1197,M3_0084,,"Potassium Chloride",KCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","50% (v/v)",,,,,,
1345,M3_0085,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
1349,M3_0086,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
1353,M3_0087,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
1357,M3_0088,,"Sodium Chloride",NaCl,"0.05 M","Sodium Citrate","0.1 M",5.6,"PEG 400","25% (v/v)",,,,,,
1361,M3_0089,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
1365,M3_0090,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
1369,M3_0091,,"Sodium Chloride",NaCl,"0.2 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
1373,M3_0092,,"Sodium Chloride",NaCl,"0.1 M","Sodium Citrate","0.1 M",5.6,"PEG 400","25% (v/v)",,,,,,
1377,M3_0093,,"Sodium Chloride",NaCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","20% (v/v)",,,,,,
1381,M3_0094,,"Sodium Chloride",NaCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","30% (v/v)",,,,,,
1385,M3_0095,,"Sodium Chloride",NaCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","40% (v/v)",,,,,,
1389,M3_0096,,"Sodium Chloride",NaCl,"0.4 M","Sodium Citrate","0.1 M",5.6,"PEG 400","10% (v/v)",,,,,,
97,M3_0097,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
101,M3_0098,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 400","28% (v/v)",,,,,,
105,M3_0099,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 400","36% (v/v)",,,,,,
109,M3_0100,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
113,M3_0101,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","28% (v/v)",,,,,,
117,M3_0102,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.1 M",HEPES,"0.1 M",7,"PEG 400","18% (v/v)",,,,,,
121,M3_0103,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
125,M3_0104,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 400","28% (v/v)",,,,,,
129,M3_0105,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",HEPES,"0.1 M",7,"PEG 400","18% (v/v)",,,,,,
133,M3_0106,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.4 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
137,M3_0107,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","14% (v/v)",,,,,,
141,M3_0108,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","18% (v/v)",,,,,,
289,M3_0109,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","25% (v/v)",,,,,,
293,M3_0110,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
297,M3_0111,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.5 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
301,M3_0112,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.25 M",HEPES,"0.1 M",7,"PEG 400","14% (v/v)",,,,,,
305,M3_0113,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.25 M",HEPES,"0.1 M",7,"PEG 400","18% (v/v)",,,,,,
309,M3_0114,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.25 M",HEPES,"0.1 M",7,"PEG 400","25% (v/v)",,,,,,
313,M3_0115,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.125 M",HEPES,"0.1 M",7,"PEG 400","15% (v/v)",,,,,,
317,M3_0116,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.6 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
321,M3_0117,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 400","14% (v/v)",,,,,,
325,M3_0118,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.3 M",HEPES,"0.1 M",7,"PEG 400","18% (v/v)",,,,,,
329,M3_0119,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",HEPES,"0.1 M",7,"PEG 400","12.5% (v/v)",,,,,,
333,M3_0120,,"Ammonium Phosphate-dibasic",(NH4)2HPO4,"0.15 M",HEPES,"0.1 M",7,"PEG 400","15% (v/v)",,,,,,
481,M3_0121,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
485,M3_0122,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.05 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
489,M3_0123,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
493,M3_0124,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 400","50% (v/v)",,,,,,
497,M3_0125,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 400","60% (v/v)",,,,,,
501,M3_0126,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
505,M3_0127,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
509,M3_0128,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.2 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
513,M3_0129,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 400","25% (v/v)",,,,,,
517,M3_0130,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.1 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
521,M3_0131,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
525,M3_0132,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
673,M3_0133,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
677,M3_0134,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 400","50% (v/v)",,,,,,
681,M3_0135,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.4 M",HEPES,"0.1 M",7,"PEG 400","15% (v/v)",,,,,,
685,M3_0136,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.5 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
689,M3_0137,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.5 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
693,M3_0138,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.5 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
697,M3_0139,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.5 M",HEPES,"0.1 M",7,"PEG 400","10% (v/v)",,,,,,
701,M3_0140,,"Magnesium Chloride hexahydrate","MgCl2 ∙ 6H2O","0.5 M",HEPES,"0.1 M",7,"PEG 400","15% (v/v)",,,,,,
705,M3_0141,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
709,M3_0142,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
713,M3_0143,,"Ammonium Sulfate ",(NH4)2SO4,"0.1 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
717,M3_0144,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
865,M3_0145,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
869,M3_0146,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
873,M3_0147,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","50% (v/v)",,,,,,
877,M3_0148,,"Ammonium Sulfate ",(NH4)2SO4,"0.2 M",HEPES,"0.1 M",7,"PEG 400","10% (v/v)",,,,,,
881,M3_0149,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
885,M3_0150,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
889,M3_0151,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
893,M3_0152,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M",HEPES,"0.1 M",7,"PEG 400","10% (v/v)",,,,,,
897,M3_0153,,"Ammonium Sulfate ",(NH4)2SO4,"0.4 M",HEPES,"0.1 M",7,"PEG 400","15% (v/v)",,,,,,
901,M3_0154,,"Ammonium Sulfate ",(NH4)2SO4,"0.5 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
905,M3_0155,,"Ammonium Sulfate ",(NH4)2SO4,"0.5 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
909,M3_0156,,"Ammonium Sulfate ",(NH4)2SO4,"0.25 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
1057,M3_0157,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
1061,M3_0158,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
1065,M3_0159,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
1069,M3_0160,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.1 M",HEPES,"0.1 M",7,"PEG 400","10% (v/v)",,,,,,
1073,M3_0161,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
1077,M3_0162,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
1081,M3_0163,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
1085,M3_0164,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.2 M",HEPES,"0.1 M",7,"PEG 400","60% (v/v)",,,,,,
1089,M3_0165,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.4 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
1093,M3_0166,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.4 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
1097,M3_0167,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.4 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
1101,M3_0168,,"Calcium Chloride dihydrate","CaCl2 ∙ 2H2O","0.4 M",HEPES,"0.1 M",7,"PEG 400","60% (v/v)",,,,,,
1249,M3_0169,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
1253,M3_0170,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
1257,M3_0171,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
1261,M3_0172,,"Potassium Chloride",KCl,"0.1 M",HEPES,"0.1 M",7,"PEG 400","50% (v/v)",,,,,,
1265,M3_0173,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 400","20% (v/v)",,,,,,
1269,M3_0174,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 400","30% (v/v)",,,,,,
1273,M3_0175,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 400","40% (v/v)",,,,,,
1277,M3_0176,,"Potassium Chloride",KCl,"0.2 M",HEPES,"0.1 M",7,"PEG 400","50% (v/v)",,,,,,
